36775	0.000620359
36825	0.0135353
36875	0.0398482
36925	0.0315834
36975	0.0360901
37025	0.0178746
37075	0.00813882
37125	0.00907929
37175	0.00663371
37225	0.00325193
37275	0.00140293
37325	0.000530049
37375	0.000283833
37425	0.000172562
37475	0.000142757
37525	0.000522887
37575	0.00540555
37625	0.00276391
37675	0.00124828
37725	0.00062199
37775	0.00112001
37825	7.02843e-05
37875	1.43603e-08
37925	3.51318e-06
37975	3.87539e-08
38025	0
38075	0
38125	0
38175	0
38225	0
36775	0.0138417
36825	0.0669872
36875	0.036049
36925	0.0206059
36975	0.0166797
37025	0.0097509
37075	0.00442106
37125	0.00344517
37175	0.00234513
37225	0.00301862
37275	0.000980523
37325	0.000206207
37375	0.000266153
37425	0.000427363
37475	4.02082e-05
37525	6.16756e-05
37575	6.03354e-06
37625	0
37675	0
37725	0
37775	0
37825	0
37875	0
37925	0
37975	0
38025	0
38075	0
38125	0
38175	0
38225	0
36775	0.000315796
36825	0.00117192
36875	0.0414896
36925	0.0334518
36975	0.0249916
37025	0.00852989
37075	0.0194985
37125	0.020392
37175	0.00675193
37225	0.00597696
37275	0.007075
37325	0.00766851
37375	0.00493169
37425	0.00161633
37475	0.00045066
37525	0.000152881
37575	0.000125716
37625	0.000121488
37675	0.000133141
37725	0
37775	0
37825	0
37875	0
37925	0
37975	0
38025	0
38075	0
38125	0
38175	0
38225	0
36775	0.0197619
36825	0.0307186
36875	0.0165447
36925	0.0415189
36975	0.0125455
37025	0.0162319
37075	0.0103585
37125	0.00574951
37175	0.00962437
37225	0.00670229
37275	0.00355278
37325	0.0022211
37375	0.000958735
37425	0.000389386
37475	0.000370926
37525	0.000416329
37575	0.000880157
37625	0.000186401
37675	0.000174056
37725	0.00141552
37775	4.62347e-05
37825	0
37875	0
37925	0
37975	0
38025	0
38075	0
38125	0
38175	0
38225	0
36775	0.0145505
36825	0.0517721
36875	0.0421562
36925	0.0208176
36975	0.00886198
37025	0.0131366
37075	0.011151
37125	0.00651679
37175	0.00678051
37225	0.00230457
37275	0.0016557
37325	0.000682249
37375	0.000173714
37425	0.000233842
37475	0.000504238
37525	0.000106347
37575	3.44524e-05
37625	3.61342e-05
37675	2.39952e-06
37725	0
37775	0
37825	0
