36775	0.00049475
36825	0.0115808
36875	0.0518226
36925	0.030796
36975	0.0302236
37025	0.0119752
37075	0.00539402
37125	0.00304821
37175	0.00364004
37225	0.00121617
37275	0.00112666
37325	0.000326839
37375	0.00105618
37425	0.000193993
37475	7.56094e-05
37525	6.60989e-05
37575	0
37625	0
37675	0
37725	0
37775	0
37825	0
37875	0
37925	0
37975	0
38025	0
38075	0
38125	0
38175	0
38225	0
36775	0.0700957
36825	0.060443
36875	0.00693867
36925	0.00460707
36975	0.00352405
37025	0.00750232
37075	0.00246805
37125	0.00225986
37175	0.00347831
37225	0.00102211
37275	0.000396788
37325	2.27027e-05
37375	0
37425	0
37475	0
37525	0
37575	0
37625	0
37675	0
37725	0
37775	0
37825	0
37875	0
37925	0
37975	0
38025	0
38075	0
38125	0
38175	0
38225	0
36775	1.02349e-07
36825	6.46176e-05
36875	0.000441784
36925	0.0167319
36975	0.0614387
37025	0.0258796
37075	0.0125884
37125	0.00962053
37175	0.00908148
37225	0.00886163
37275	0.00490905
37325	0.0031594
37375	0.00176793
37425	0.000588777
37475	9.76559e-05
37525	0.000168916
37575	0
37625	0
37675	0
37725	0
37775	0
37825	0
37875	0
37925	0
37975	0
38025	0
38075	0
38125	0
38175	0
38225	0
36775	4.40096e-05
36825	2.632e-08
36875	7.62405e-08
36925	1.17492e-07
36975	1.84712e-08
37025	0.00020714
37075	0.00058035
37125	0.00284804
37175	0.0585907
37225	0.0165112
37275	0.0193722
37325	0.0153248
37375	0.0072415
37425	0.0121458
37475	0.0165722
37525	0.00397428
37575	0.00171413
37625	0.00285186
37675	3.85848e-05
37725	2.25674e-05
37775	0
37825	0
37875	0
37925	0
37975	0
38025	0
38075	0
38125	0
38175	0
38225	0
36775	0.000511551
36825	0.0227533
36875	0.0267709
36925	0.0167957
36975	0.022471
37025	0.00884867
37075	0.00958515
37125	0.00959716
37175	0.0099087
37225	0.0027784
37275	0.00446348
37325	0.00227678
37375	0.000135531
37425	0.000395759
37475	0.00021101
37525	2.61113e-05
37575	0.000176551
37625	0.00359682
37675	0.00289771
37725	0.00151828
37775	0.00099967
37825	7.26453e-05
37875	1.4636e-05
37925	0
37975	0
38025	0
38075	0
38125	0
38175	0
38225	0
36775	8.96144e-05
36825	0.000105375
36875	0.000271727
36925	0.000489062
36975	0.000428056
37025	0.0246425
37075	0.0811517
37125	0.0212155
37175	0.0175117
37225	0.00864329
37275	0.00497654
37325	0.000550369
37375	0.000512566
37425	0.000214428
37475	0.000440947
37525	0.000287983
37575	0.00201377
